Order Line,Order ID,Bar code value,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
3978,ON-2021-137533,52418546,6/9/2021,6/9/2021,Same Day,JK-15640,OFF-PA-10003441,20.736,4,0.2,7.2576
3979,OF-2021-157084,92211896,6/10/2021,6/15/2021,Standard Class,JG-15160,TEC-PH-10002922,675.96,5,0.2,84.495
3980,OF-2021-157084,75003326,6/10/2021,6/15/2021,Standard Class,JG-15160,TEC-AC-10002049,1265.85,3,0,556.974
3981,OF-2021-127453,21711687,6/10/2021,6/11/2021,First Class,JK-15370,OFF-AP-10000828,434.352,3,0.2,43.4352
3982,OF-2021-127453,41830733,6/10/2021,6/11/2021,First Class,JK-15370,OFF-AP-10002906,3.552,2,0.2,0.444
3983,OF-2021-127453,7179103,6/10/2021,6/11/2021,First Class,JK-15370,OFF-AP-10003860,88.832,4,0.2,7.7728
3984,OF-2021-100685,24894741,6/10/2021,6/12/2021,Second Class,SM-20950,OFF-BI-10003094,7.04,2,0,3.3088
3985,OF-2021-100685,73768622,6/10/2021,6/12/2021,Second Class,SM-20950,OFF-FA-10003472,5.04,4,0,0.2016
3986,OF-2021-100685,21728141,6/10/2021,6/12/2021,Second Class,SM-20950,OFF-PA-10001289,116.28,3,0,56.9772
3987,ON-2021-110261,99643757,6/10/2021,6/14/2021,Second Class,PR-18880,TEC-PH-10001750,158.376,3,0.2,13.8579
3988,ON-2021-134558,22018981,6/10/2021,6/15/2021,Second Class,PM-19135,OFF-PA-10001184,29.9,5,0,14.651
3989,ON-2021-134558,13550606,6/10/2021,6/15/2021,Second Class,PM-19135,TEC-AC-10004145,2249.91,9,0,517.4793
3990,ON-2021-134558,85826379,6/10/2021,6/15/2021,Second Class,PM-19135,FUR-TA-10003473,1053.164,4,0.3,-105.3164
3991,OF-2021-109113,31654359,6/10/2021,6/14/2021,Standard Class,EK-13795,TEC-AC-10004761,25.488,2,0.2,4.779
3992,OF-2021-115399,52249909,6/10/2021,6/13/2021,First Class,AG-10900,OFF-LA-10003190,6.912,3,0.2,2.5056
3993,ON-2021-120712,45742977,6/11/2021,6/15/2021,Standard Class,CS-12130,OFF-ST-10000107,88.8,4,0.2,-2.22
3994,OF-2021-154144,85732941,6/11/2021,6/15/2021,Standard Class,MH-17785,OFF-PA-10004071,55.48,1,0,26.6304
3995,ON-2021-123218,27881530,6/11/2021,6/16/2021,Standard Class,KD-16345,TEC-PH-10001061,159.984,2,0.2,11.9988
3996,ON-2021-123218,62403831,6/11/2021,6/16/2021,Standard Class,KD-16345,TEC-AC-10000736,255.968,4,0.2,51.1936
3997,ON-2021-123218,33125159,6/11/2021,6/16/2021,Standard Class,KD-16345,FUR-BO-10003966,359.058,3,0.3,-71.8116
3998,OF-2021-154795,33784496,6/11/2021,6/15/2021,Standard Class,GZ-14470,OFF-EN-10003068,7.92,1,0.2,2.772
3999,OF-2021-154795,79999477,6/11/2021,6/15/2021,Standard Class,GZ-14470,FUR-FU-10002088,14.368,2,0.2,3.9512
4000,OF-2021-141754,81737260,6/11/2021,6/16/2021,Standard Class,EM-14200,OFF-LA-10004093,11.696,2,0.2,3.9474
4001,OF-2021-158918,19534488,6/11/2021,6/16/2021,Second Class,AI-10855,OFF-PA-10004947,17.12,4,0,7.704
4002,OF-2021-158148,51873459,6/11/2021,6/17/2021,Standard Class,JM-15865,OFF-AP-10003281,36.27,3,0,10.881
4003,OF-2021-137071,70121812,6/11/2021,6/12/2021,First Class,ED-13885,TEC-AC-10004353,100.8,2,0.2,21.42
4004,ON-2021-126214,47639608,6/12/2021,6/15/2021,Second Class,JS-15880,FUR-TA-10003748,1618.37,13,0,356.0414
4005,ON-2021-126214,53599082,6/12/2021,6/15/2021,Second Class,JS-15880,TEC-AC-10003198,99.6,1,0,36.852
4006,OF-2021-127019,79222770,6/12/2021,6/16/2021,Standard Class,ER-13855,OFF-AP-10003971,60.984,7,0.2,4.5738
4007,OF-2021-165414,24047713,6/12/2021,6/15/2021,First Class,LS-17245,TEC-PH-10002293,47.976,3,0.2,4.7976
4008,OF-2021-112375,526974,6/12/2021,6/18/2021,Standard Class,RD-19720,TEC-AC-10003237,50.88,6,0.2,14.628
4009,OF-2021-112375,59038633,6/12/2021,6/18/2021,Standard Class,RD-19720,OFF-EN-10003798,27.312,2,0.2,9.2178
4010,OF-2021-161795,15048626,6/12/2021,6/14/2021,Second Class,AH-10075,OFF-AR-10001919,3.008,2,0.2,0.3384
4011,OF-2021-154284,18051056,6/12/2021,6/17/2021,Second Class,SZ-20035,TEC-MA-10004241,600.53,2,0.3,137.264
4012,OF-2021-154284,86034990,6/12/2021,6/17/2021,Second Class,SZ-20035,OFF-AR-10001468,59.904,2,0.2,14.2272
4013,OF-2021-154284,11766044,6/12/2021,6/17/2021,Second Class,SZ-20035,TEC-AC-10003198,637.44,8,0.2,135.456
4014,OF-2021-154284,91018883,6/12/2021,6/17/2021,Second Class,SZ-20035,FUR-FU-10003039,51.756,3,0.6,-33.6414
4015,OF-2021-153612,81030612,6/13/2021,6/18/2021,Standard Class,BT-11305,OFF-AR-10000203,17.12,4,0,4.9648
4016,OF-2021-157287,90500789,6/13/2021,6/14/2021,First Class,HR-14830,OFF-ST-10001172,33.568,2,0.2,1.6784
4017,OF-2021-157287,892592,6/13/2021,6/14/2021,First Class,HR-14830,FUR-CH-10001270,422.625,7,0.3,0
4018,OF-2021-117828,83621734,6/14/2021,6/17/2021,First Class,BD-11500,OFF-AP-10001563,194.32,4,0,56.3528
4019,OF-2021-169397,64861557,6/15/2021,6/18/2021,First Class,JB-15925,OFF-FA-10000585,5.584,2,0.2,1.8148
4020,OF-2021-169397,86168941,6/15/2021,6/18/2021,First Class,JB-15925,OFF-PA-10004000,22.704,6,0.2,8.2302
4021,OF-2021-169397,4957378,6/15/2021,6/18/2021,First Class,JB-15925,OFF-BI-10002852,19.776,4,0.7,-13.8432
4022,OF-2021-169397,68455832,6/15/2021,6/18/2021,First Class,JB-15925,FUR-FU-10000087,72.704,4,0.2,19.0848
4023,OF-2021-169397,34291118,6/15/2021,6/18/2021,First Class,JB-15925,TEC-MA-10001148,479.988,4,0.7,-383.9904
4024,OF-2021-169397,67519896,6/15/2021,6/18/2021,First Class,JB-15925,OFF-AR-10001958,27.168,2,0.2,2.7168
4025,OF-2021-124653,12918505,6/15/2021,6/17/2021,First Class,DB-13120,OFF-PA-10000176,132.79,7,0,63.7392
4026,OF-2021-124653,36492238,6/15/2021,6/17/2021,First Class,DB-13120,OFF-PA-10002365,12.96,2,0,6.2208
4027,OF-2021-124653,42469429,6/15/2021,6/17/2021,First Class,DB-13120,OFF-LA-10002271,21.56,7,0,10.3488
4028,ON-2021-103471,26458368,6/15/2021,6/19/2021,Standard Class,JR-15670,FUR-BO-10002613,590.058,7,0.7,-786.744
4029,ON-2021-103471,74664059,6/15/2021,6/19/2021,Standard Class,JR-15670,OFF-AR-10003405,14.04,3,0.2,1.5795
4030,OF-2021-120103,662537,6/15/2021,6/20/2021,Standard Class,MS-17365,OFF-PA-10001295,106.232,7,0.2,37.1812
4031,OF-2021-120103,41324392,6/15/2021,6/20/2021,Standard Class,MS-17365,TEC-PH-10002170,111.984,2,0.2,11.1984
4032,OF-2021-120103,15262743,6/15/2021,6/20/2021,Standard Class,MS-17365,FUR-FU-10002885,7.712,2,0.2,1.7352
4033,OF-2021-135538,52591946,6/15/2021,6/19/2021,Standard Class,HR-14830,FUR-CH-10004287,883.84,4,0.2,99.432
4034,OF-2021-158456,19633113,6/15/2021,6/20/2021,Standard Class,KT-16465,OFF-BI-10001097,19.936,4,0.2,7.2268
4035,OF-2021-158456,72155091,6/15/2021,6/20/2021,Standard Class,KT-16465,OFF-FA-10004854,45.92,4,0,21.5824
4036,ON-2021-128587,46301586,6/15/2021,6/21/2021,Standard Class,HM-14860,FUR-FU-10003026,9.68,2,0,3.7752
4037,ON-2021-128587,26829077,6/15/2021,6/21/2021,Standard Class,HM-14860,TEC-CO-10003763,4899.93,7,0,2302.9671
4038,ON-2021-147739,36003178,6/16/2021,6/20/2021,Standard Class,JD-16150,FUR-FU-10001468,547.136,4,0.2,-68.392
4039,OF-2021-144288,62302834,6/16/2021,6/22/2021,Standard Class,MB-17305,OFF-LA-10003190,9.216,4,0.2,3.3408
4040,OF-2021-144288,6682212,6/16/2021,6/22/2021,Standard Class,MB-17305,OFF-PA-10002787,10.368,2,0.2,3.6288
4041,OF-2021-153717,53538565,6/16/2021,6/23/2021,Standard Class,DL-13495,TEC-PH-10002923,73.98,2,0,19.9746
4042,OF-2021-153717,68845393,6/16/2021,6/23/2021,Standard Class,DL-13495,FUR-BO-10004360,160.98,1,0,20.9274
4043,OF-2021-153717,79047834,6/16/2021,6/23/2021,Standard Class,DL-13495,OFF-PA-10002160,17.34,3,0,8.4966
4044,OF-2021-153717,90318776,6/16/2021,6/23/2021,Standard Class,DL-13495,OFF-AR-10002375,3.28,1,0,0.9512
4045,OF-2021-143980,40340896,6/16/2021,6/20/2021,Standard Class,JK-15640,OFF-AP-10003779,414.96,2,0,124.488
4046,OF-2021-111780,52126100,6/16/2021,6/21/2021,Second Class,RA-19285,TEC-CO-10004202,1199.96,5,0.2,224.9925
4047,OF-2021-111780,48978637,6/16/2021,6/21/2021,Second Class,RA-19285,OFF-PA-10001307,12.6,3,0,6.174
4048,OF-2021-111780,24982200,6/16/2021,6/21/2021,Second Class,RA-19285,OFF-PA-10001667,17.94,3,0,8.073
4049,ON-2021-136749,8974259,6/16/2021,6/18/2021,Second Class,LH-16900,FUR-FU-10000747,275.88,6,0,46.8996
4050,ON-2021-136749,97466075,6/16/2021,6/18/2021,Second Class,LH-16900,OFF-BI-10004492,157.9,5,0,74.213
4051,OF-2021-113152,79839846,6/16/2021,6/21/2021,Standard Class,JK-15625,TEC-AC-10002049,843.9,2,0,371.316
4052,OF-2021-113152,57792250,6/16/2021,6/21/2021,Standard Class,JK-15625,FUR-BO-10002613,449.568,2,0.2,56.196
4053,OF-2021-144890,32710073,6/16/2021,6/20/2021,Standard Class,SM-20320,OFF-PA-10001526,9.96,2,0,4.8804
4054,OF-2021-158792,79601438,6/17/2021,6/24/2021,Standard Class,BD-11605,OFF-FA-10002815,22.2,5,0,10.434
4055,OF-2021-111073,36720906,6/17/2021,6/21/2021,Standard Class,MC-18100,FUR-TA-10004086,51.588,1,0.4,-15.4764
4056,OF-2021-119550,52098910,6/17/2021,6/22/2021,Standard Class,RB-19705,FUR-CH-10002044,275.058,3,0.3,-90.3762
4057,OF-2021-124933,27152309,6/17/2021,6/21/2021,Second Class,DF-13135,OFF-PA-10003302,212.64,6,0,99.9408
4058,OF-2021-117415,9201369,6/18/2021,6/22/2021,Standard Class,SN-20710,OFF-EN-10002986,113.328,9,0.2,35.415
4059,OF-2021-117415,62724179,6/18/2021,6/22/2021,Standard Class,SN-20710,FUR-BO-10002545,532.3992,3,0.32,-46.9764
4060,OF-2021-117415,53535363,6/18/2021,6/22/2021,Standard Class,SN-20710,FUR-CH-10004218,212.058,3,0.3,-15.147
4061,OF-2021-117415,94354668,6/18/2021,6/22/2021,Standard Class,SN-20710,TEC-PH-10000486,371.168,4,0.2,41.7564
4062,OF-2021-134782,95077247,6/18/2021,6/22/2021,Standard Class,MD-17350,OFF-EN-10001434,105.42,2,0,51.6558
4063,OF-2021-165085,51744905,6/18/2021,6/22/2021,Standard Class,BT-11485,OFF-PA-10000605,28.9,5,0,14.161
4064,OF-2021-165085,79311080,6/18/2021,6/22/2021,Standard Class,BT-11485,OFF-AP-10002518,355.96,2,0,103.2284
4065,OF-2021-148376,30259437,6/18/2021,6/22/2021,Standard Class,AG-10900,OFF-AP-10000240,106.96,2,0,31.0184
4066,OF-2021-148376,48721522,6/18/2021,6/22/2021,Standard Class,AG-10900,OFF-LA-10002381,21.56,7,0,10.3488
4067,ON-2021-163783,60641603,6/18/2021,6/23/2021,Standard Class,DR-12940,OFF-ST-10002957,12.672,3,0.2,-3.168
4068,OF-2021-155145,13727241,6/18/2021,6/20/2021,Second Class,KN-16450,TEC-AC-10003709,7.92,8,0,3.4848
4069,OF-2021-151589,64276216,6/18/2021,6/21/2021,First Class,RE-19450,OFF-PA-10003228,195.64,4,0,91.9508
4070,OF-2021-151589,92304816,6/18/2021,6/21/2021,First Class,RE-19450,TEC-PH-10004345,239.9,2,0,71.97
4071,OF-2021-101889,97532484,6/18/2021,6/22/2021,Standard Class,DB-13120,FUR-TA-10004154,1548.99,9,0.4,-464.697
4072,OF-2021-101889,43084220,6/18/2021,6/22/2021,Standard Class,DB-13120,OFF-EN-10003286,19.872,3,0.2,6.7068
4073,OF-2021-103870,40465984,6/18/2021,6/22/2021,Standard Class,SP-20860,TEC-AC-10002370,4.728,3,0.2,0.7092
4074,OF-2021-103870,62825771,6/18/2021,6/22/2021,Standard Class,SP-20860,FUR-FU-10002030,53.352,3,0.2,16.0056
4075,OF-2021-103870,48920823,6/18/2021,6/22/2021,Standard Class,SP-20860,FUR-BO-10002853,131.104,2,0.2,8.194
4076,OF-2021-103870,80755547,6/18/2021,6/22/2021,Standard Class,SP-20860,OFF-ST-10002562,22.512,3,0.2,2.2512
4077,OF-2021-103870,80767122,6/18/2021,6/22/2021,Standard Class,SP-20860,TEC-AC-10004227,72.744,7,0.2,-12.7302
4078,OF-2021-130113,9021453,6/18/2021,6/22/2021,Standard Class,AH-10030,OFF-ST-10000046,323.1,2,0,61.389
4079,OF-2021-130113,44478616,6/18/2021,6/22/2021,Standard Class,AH-10030,TEC-PH-10003505,668.16,9,0.2,75.168
4080,OF-2021-119697,60458861,6/19/2021,6/22/2021,Second Class,EM-13960,TEC-AC-10003657,54.384,2,0.2,1.3596
4081,OF-2021-148859,22537194,6/19/2021,6/23/2021,Standard Class,FH-14350,OFF-ST-10004950,24.816,2,0.2,1.551
4082,OF-2021-130855,89513712,6/20/2021,6/27/2021,Standard Class,RF-19840,OFF-SU-10003936,6.36,2,0,0.0636
4083,OF-2021-135580,37094561,6/21/2021,6/25/2021,Standard Class,CL-12565,OFF-PA-10000595,68.52,3,0,31.5192
4084,OF-2021-135580,69481869,6/21/2021,6/25/2021,Standard Class,CL-12565,OFF-ST-10000798,74.94,3,0,14.2386
4085,OF-2021-135580,1642345,6/21/2021,6/25/2021,Standard Class,CL-12565,TEC-MA-10004002,2548.56,6,0.2,286.713
4086,OF-2021-135580,51094495,6/21/2021,6/25/2021,Standard Class,CL-12565,OFF-EN-10003296,271.44,3,0,122.148
4087,OF-2021-135580,37613975,6/21/2021,6/25/2021,Standard Class,CL-12565,TEC-PH-10004345,287.88,3,0.2,35.985
4088,OF-2021-109197,36588682,6/22/2021,6/26/2021,Standard Class,JO-15280,OFF-BI-10004632,487.984,2,0.2,152.495
4089,OF-2021-156377,23823239,6/22/2021,6/27/2021,Standard Class,TB-21625,FUR-FU-10002364,14.76,5,0.6,-11.439
4090,OF-2021-156377,80555188,6/22/2021,6/27/2021,Standard Class,TB-21625,OFF-BI-10002954,3.656,4,0.8,-5.8496
4091,OF-2021-109470,72430924,6/22/2021,6/25/2021,Second Class,KC-16255,OFF-BI-10004492,94.74,3,0,44.5278
4092,OF-2021-109470,73792795,6/22/2021,6/25/2021,Second Class,KC-16255,OFF-BI-10001072,60.64,4,0,27.8944
4093,OF-2021-109470,30572987,6/22/2021,6/25/2021,Second Class,KC-16255,OFF-BI-10003707,76.3,5,0,38.15
4094,OF-2021-109470,16659663,6/22/2021,6/25/2021,Second Class,KC-16255,OFF-BI-10000977,364.8,12,0,167.808
4095,OF-2021-120901,57048824,6/22/2021,6/26/2021,Standard Class,BG-11035,OFF-ST-10000025,152.688,2,0.2,-26.7204
4096,OF-2021-120901,24133938,6/22/2021,6/26/2021,Standard Class,BG-11035,OFF-FA-10001561,3.488,2,0.2,0.5668
4097,OF-2021-120901,43568489,6/22/2021,6/26/2021,Standard Class,BG-11035,OFF-SU-10001225,5.888,2,0.2,-1.3248
4098,OF-2021-139780,19834687,6/22/2021,6/24/2021,Second Class,AH-10690,OFF-BI-10004139,116.4,8,0,52.38
4099,OF-2021-160304,83867901,6/24/2021,6/29/2021,Standard Class,BM-11575,FUR-BO-10004709,173.94,3,0,38.2668
4100,OF-2021-160304,43010777,6/24/2021,6/29/2021,Standard Class,BM-11575,TEC-PH-10000455,231.98,2,0,67.2742
4101,OF-2021-125206,97156270,6/25/2021,6/27/2021,First Class,LR-16915,OFF-ST-10003692,114.46,2,0,28.615
4102,ON-2021-116365,18105087,6/25/2021,6/30/2021,Standard Class,CA-12310,TEC-AC-10002217,30.08,2,0.2,-5.264
4103,ON-2021-116365,38526404,6/25/2021,6/30/2021,Standard Class,CA-12310,TEC-AC-10002942,165.6,3,0.2,-6.21
4104,ON-2021-116365,28912838,6/25/2021,6/30/2021,Standard Class,CA-12310,TEC-PH-10002890,180.96,5,0.2,13.572
4105,OF-2021-105207,86171074,6/25/2021,6/30/2021,Standard Class,BO-11350,FUR-TA-10000617,1592.85,7,0,350.427
4106,OF-2021-105207,54815682,6/25/2021,6/30/2021,Standard Class,BO-11350,OFF-BI-10004364,11.88,2,0,5.346
4107,ON-2021-164630,63284286,6/26/2021,7/1/2021,Standard Class,EB-13975,TEC-CO-10000971,959.968,4,0.2,119.996
4108,OF-2021-158211,39779968,6/26/2021,6/30/2021,Standard Class,BP-11185,OFF-AR-10004078,4.672,1,0.2,0.584
4109,OF-2021-158211,71044964,6/26/2021,6/30/2021,Standard Class,BP-11185,OFF-BI-10002026,104.58,6,0.7,-80.178
4110,OF-2021-134474,65669715,6/27/2021,6/29/2021,Second Class,AJ-10795,TEC-AC-10001714,191.472,6,0.2,40.6878
4111,OF-2021-134474,53326441,6/27/2021,6/29/2021,Second Class,AJ-10795,OFF-AR-10003958,5.248,2,0.2,0.5904
4112,OF-2021-134474,61002008,6/27/2021,6/29/2021,Second Class,AJ-10795,TEC-PH-10002923,59.184,2,0.2,5.1786
4113,OF-2021-101938,67603639,6/29/2021,7/4/2021,Standard Class,DW-13480,OFF-AR-10003696,34.58,1,0,10.0282
4114,OF-2021-158806,30756197,6/29/2021,7/3/2021,Standard Class,NM-18520,FUR-FU-10004270,23.076,3,0.6,-10.9611
4115,OF-2021-158806,68451357,6/29/2021,7/3/2021,Standard Class,NM-18520,OFF-PA-10004621,25.92,5,0.2,9.072
4116,ON-2021-100461,80255441,6/30/2021,7/4/2021,Standard Class,JO-15145,FUR-BO-10002545,1565.88,6,0,407.1288
4117,ON-2021-100461,3696352,6/30/2021,7/4/2021,Standard Class,JO-15145,OFF-BI-10001460,106.05,7,0,49.8435
4118,ON-2021-137295,30965228,6/30/2021,7/5/2021,Standard Class,VS-21820,OFF-BI-10004236,30.828,7,0.7,-24.6624
4119,ON-2021-137295,96972233,6/30/2021,7/5/2021,Standard Class,VS-21820,OFF-AR-10001955,47.616,3,0.2,5.952
4120,ON-2021-137295,13883129,6/30/2021,7/5/2021,Standard Class,VS-21820,TEC-PH-10004080,108.784,2,0.2,10.8784
4121,OF-2021-108882,967800,7/1/2021,7/7/2021,Standard Class,LA-16780,TEC-AC-10000420,349.95,5,0,118.983
4122,OF-2021-108882,67768641,7/1/2021,7/7/2021,Standard Class,LA-16780,TEC-PH-10002726,377.928,9,0.2,141.723
4123,OF-2021-126543,52361596,7/1/2021,7/5/2021,Second Class,MF-17665,FUR-FU-10002445,15.168,2,0.2,3.792
4124,OF-2021-116547,89528507,7/2/2021,7/9/2021,Standard Class,KB-16585,FUR-FU-10000076,79.92,4,0,34.3656
4125,OF-2021-116547,64121975,7/2/2021,7/9/2021,Standard Class,KB-16585,TEC-AC-10002335,69.98,2,0,13.2962
4126,OF-2021-163937,76658995,7/2/2021,7/5/2021,Second Class,JB-16000,FUR-FU-10000010,24.85,5,0,7.7035
4127,OF-2021-126529,54294472,7/3/2021,7/5/2021,Second Class,DE-13255,OFF-PA-10001166,15.552,3,0.2,5.4432
4128,OF-2021-126529,78732747,7/3/2021,7/5/2021,Second Class,DE-13255,OFF-PA-10003656,63.312,3,0.2,20.5764
4129,OF-2021-126529,63696612,7/3/2021,7/5/2021,Second Class,DE-13255,TEC-PH-10000148,15.588,2,0.4,-9.8724
4130,OF-2021-141887,18214538,7/3/2021,7/7/2021,Standard Class,MP-17470,FUR-FU-10002268,54.992,14,0.2,8.9362
4131,OF-2021-133368,82298328,7/6/2021,7/12/2021,Standard Class,AG-10675,OFF-PA-10004039,89.568,2,0.2,32.4684
4132,OF-2021-133368,22694313,7/6/2021,7/12/2021,Standard Class,AG-10675,FUR-FU-10003374,315.776,8,0.2,31.5776
4133,OF-2021-152072,95980529,7/7/2021,7/11/2021,Standard Class,Dp-13240,OFF-EN-10003040,52.34,2,0,24.5998
4134,OF-2021-152072,30780406,7/7/2021,7/11/2021,Standard Class,Dp-13240,OFF-AR-10001573,4.66,2,0,1.3514
4135,OF-2021-152072,42731506,7/7/2021,7/11/2021,Standard Class,Dp-13240,TEC-AC-10000844,254.97,3,0,91.7892
4136,OF-2021-140746,18523972,7/7/2021,7/7/2021,Same Day,RC-19825,FUR-TA-10002903,181.797,1,0.3,-15.5826
4137,OF-2021-137848,62247013,7/7/2021,7/13/2021,Standard Class,WB-21850,OFF-EN-10001137,16.52,4,0,7.5992
4138,OF-2021-137848,82530624,7/7/2021,7/13/2021,Standard Class,WB-21850,OFF-PA-10004285,60.12,9,0,28.8576
4139,OF-2021-137848,30051075,7/7/2021,7/13/2021,Standard Class,WB-21850,OFF-BI-10002225,49.536,3,0.2,17.3376
4140,OF-2021-166912,59833060,7/7/2021,7/9/2021,First Class,BE-11335,OFF-PA-10001033,81.98,2,0,40.1702
4141,OF-2021-121755,37456208,7/8/2021,7/12/2021,Second Class,EH-13945,OFF-BI-10001634,11.648,2,0.2,4.2224
4142,OF-2021-121755,22764322,7/8/2021,7/12/2021,Second Class,EH-13945,TEC-AC-10003027,90.57,3,0,11.7741
4143,OF-2021-116736,9962421,7/9/2021,7/13/2021,Standard Class,CC-12430,FUR-FU-10004017,322.59,3,0,64.518
4144,OF-2021-116736,21778489,7/9/2021,7/13/2021,Standard Class,CC-12430,TEC-AC-10003628,29.99,1,0,13.1956
4145,OF-2021-116736,34120669,7/9/2021,7/13/2021,Standard Class,CC-12430,TEC-AC-10002049,371.97,3,0,66.9546
4146,OF-2021-106558,67212713,7/9/2021,7/13/2021,Standard Class,DL-13495,TEC-AC-10001142,316,4,0,31.6
4147,ON-2021-167339,13394011,7/13/2021,7/15/2021,Second Class,TD-20995,FUR-CH-10004289,153.568,2,0.2,-5.7588
4148,ON-2021-167339,79711019,7/13/2021,7/15/2021,Second Class,TD-20995,FUR-CH-10000785,1013.488,7,0.2,76.0116
4149,OF-2021-111010,5292838,7/14/2021,7/20/2021,Standard Class,PG-18895,OFF-FA-10003472,7.56,6,0,0.3024
4150,ON-2021-135923,55929234,7/14/2021,7/20/2021,Standard Class,CM-11935,FUR-FU-10002107,14.272,8,0.2,4.2816
4151,ON-2021-135923,99332900,7/14/2021,7/20/2021,Standard Class,CM-11935,FUR-BO-10002213,451.136,4,0.2,-67.6704
4152,ON-2021-135923,60204160,7/14/2021,7/20/2021,Standard Class,CM-11935,OFF-AP-10000692,64.864,4,0.2,6.4864
4153,OF-2021-138079,39132257,7/14/2021,7/20/2021,Standard Class,AJ-10795,FUR-FU-10001475,109.9,5,0,37.366
4154,OF-2021-146318,41230863,7/14/2021,7/19/2021,Standard Class,MC-17275,OFF-PA-10003953,12.96,2,0,6.2208
4155,OF-2021-125850,41393135,7/14/2021,7/20/2021,Standard Class,FP-14320,OFF-LA-10003498,44.4,3,0,22.2
4156,OF-2021-125850,38263976,7/14/2021,7/20/2021,Standard Class,FP-14320,OFF-LA-10004484,20.65,5,0,9.499
4157,OF-2021-148208,26362696,7/14/2021,7/19/2021,Standard Class,BT-11530,TEC-PH-10004093,110.376,4,0.4,-20.2356
4158,OF-2021-148208,33040598,7/14/2021,7/19/2021,Standard Class,BT-11530,TEC-AC-10000171,55.176,3,0.2,15.8631
4159,ON-2021-155180,11338327,7/14/2021,7/21/2021,Standard Class,TB-21280,OFF-BI-10004506,26.336,4,0.2,9.2176
4160,OF-2021-113656,38425404,7/15/2021,7/21/2021,Standard Class,CB-12415,FUR-FU-10000719,59.99,7,0,21.5964
4161,ON-2021-165505,6249539,7/15/2021,7/19/2021,Standard Class,CB-12535,TEC-AC-10002926,99.98,2,0,42.9914
4162,ON-2021-165505,70359107,7/15/2021,7/19/2021,Standard Class,CB-12535,OFF-AR-10003477,8.04,6,0,2.7336
4163,ON-2021-165505,34491122,7/15/2021,7/19/2021,Standard Class,CB-12535,OFF-ST-10001526,1564.29,13,0,406.7154
4164,OF-2021-109407,2129903,7/16/2021,7/18/2021,Second Class,HG-14965,OFF-BI-10000285,31.36,4,0,15.68
4165,OF-2021-153346,67359753,7/17/2021,7/19/2021,First Class,TB-21355,OFF-AR-10000315,9.21,3,0,2.3025
4166,OF-2021-153346,56965078,7/17/2021,7/19/2021,First Class,TB-21355,OFF-PA-10000007,18,5,0,8.28
4167,OF-2021-168046,58714627,7/17/2021,7/20/2021,Second Class,JD-15895,OFF-BI-10003676,43.12,5,0.2,15.092
4168,OF-2021-168046,22474225,7/17/2021,7/20/2021,Second Class,JD-15895,FUR-TA-10001095,313.722,3,0.4,-99.3453
4169,OF-2021-168046,97784970,7/17/2021,7/20/2021,Second Class,JD-15895,FUR-FU-10000747,45.98,1,0,7.8166
4170,OF-2021-168046,70059829,7/17/2021,7/20/2021,Second Class,JD-15895,OFF-ST-10004337,428.68,7,0,0
4171,OF-2021-146437,24401297,7/20/2021,7/24/2021,Second Class,HG-14965,OFF-AR-10000588,39.68,2,0,10.3168
4172,OF-2021-164483,36957585,7/22/2021,7/26/2021,Standard Class,JF-15490,OFF-BI-10000014,17.456,2,0.2,5.8914
4173,OF-2021-153661,2093381,7/22/2021,7/23/2021,First Class,SC-20725,OFF-ST-10000675,305.01,9,0,76.2525
4174,OF-2021-153661,39279977,7/22/2021,7/23/2021,First Class,SC-20725,OFF-BI-10004781,50.784,2,0.2,17.7744
4175,OF-2021-153661,85619740,7/22/2021,7/23/2021,First Class,SC-20725,OFF-LA-10004689,26.01,9,0,12.2247
4176,ON-2021-166660,72343707,7/22/2021,7/24/2021,Second Class,TB-21250,FUR-CH-10001190,435.168,4,0.2,-59.8356
4177,ON-2021-166660,95995390,7/22/2021,7/24/2021,Second Class,TB-21250,FUR-BO-10000468,48.58,1,0,7.7728
4178,OF-2021-114944,31192593,7/22/2021,7/27/2021,Standard Class,HE-14800,OFF-PA-10003892,156.512,4,0.2,52.8228
4179,OF-2021-168032,71422086,7/22/2021,7/26/2021,Standard Class,DF-13135,TEC-PH-10004241,1439.968,4,0.2,143.9968
4180,OF-2021-168032,70636480,7/22/2021,7/26/2021,Standard Class,DF-13135,OFF-BI-10000546,1.728,3,0.8,-2.6784
4181,OF-2021-168032,57596277,7/22/2021,7/26/2021,Standard Class,DF-13135,FUR-TA-10004256,626.1,3,0.5,-538.446
4182,OF-2021-129238,53692755,7/23/2021,7/27/2021,Standard Class,SC-20050,TEC-PH-10004120,109.592,1,0.2,8.2194
4183,OF-2021-129238,38948952,7/23/2021,7/27/2021,Standard Class,SC-20050,OFF-PA-10002764,56.7,5,0,27.783
4184,OF-2021-147970,76083361,7/23/2021,7/25/2021,Second Class,AB-10150,OFF-PA-10003936,15.552,3,0.2,5.4432
4185,OF-2021-158043,95853887,7/23/2021,7/27/2021,Second Class,JK-15325,OFF-EN-10003134,23.36,2,0,11.68
4186,OF-2021-159891,20535179,7/23/2021,7/29/2021,Standard Class,BF-11170,OFF-BI-10003527,1270.99,1,0,635.495
